ProductName,Seller,UsageType,Region,CostUSD
GCP Compute Engine,Canonical,AE9F-122E-5B38:Canonical,us-central1,1.3079779999999999
"GCP NetApp, Inc. NetApp Cloud Volumes Service",41748,76D5-EC82-A818:41748,us-east4,1.2489579999999998
GCP Compute Engine,Canonical,AE9F-122E-5B38:Canonical,us-east4,1.2333870000000002
GCP Compute Engine,Canonical,69F1-E4DD-0213:Canonical,us-central1,1.233342
GCP Compute Engine,Canonical,69F1-E4DD-0213:Canonical,northamerica-northeast2,1.1884970000000001
GCP Compute Engine,Canonical,BA9C-7BA2-EA33:Canonical,europe-west2,1.170976
GCP Compute Engine,Canonical,39FC-D2F3-6981:Canonical,us-central1,0.820135
GCP Compute Engine,Canonical,8561-E0AA-AA8E:Canonical,europe-west2,0.7836839999999998
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,1799-9615-FEB5:Fortigcpproject001,us-east4,0.7734989999999999
GCP Compute Engine,Canonical,5245-3320-9740:Canonical,us-east1,0.7561699999999998
GCP Compute Engine,Canonical,2BEE-88DC-F577:Canonical,us-west1,0.755481
GCP Compute Engine,Canonical,2BEE-88DC-F577:Canonical,us-east1,0.755428
GCP Compute Engine,Canonical,5245-3320-9740:Canonical,europe-west1,0.7553049999999997
GCP Arrikto MiniKF,Arrikto Inc.,1ADF-16A0-B057:ArriktoInc,us-east1,0.7488819999999999
GCP Compute Engine,Canonical,39C0-FE5F-B504:Canonical,europe-west2,0.540432
GCP Techlatest.net Cloud IDE for Python using Jupyter & Visual Studio Code,Techlatest.net,ED03-FAF5-363E:Techlatestnet,us-east4,0.399552
GCP Cognosys Inc. Apache Web Server with Ubuntu 20.04 LTS,Cognosys Inc.,F9BF-8FA7-7D61:CognosysInc,asia-northeast3,0.38295
GCP Compute Engine,Canonical,AE9F-122E-5B38:Canonical,northamerica-northeast2,0.283032
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,1799-9615-FEB5:Fortigcpproject001,northamerica-northeast1,0.137133
GCP Cloud Infrastructure Services Apache Tomcat Server on Windows 2019,Cloud Infrastructure Services,0884-0E71-285E:CloudInfrastructureServices,asia-south1,0.031097
GCP Techlatest.net Cloud IDE for Python using Jupyter & Visual Studio Code,Techlatest.net,ED03-FAF5-363E:Techlatestnet,us-central1,0.023721
GCP Compute Engine,Canonical,42E1-5575-4D1E:Canonical,europe-west2,0.015156000000000001
GCP Techlatest.net MUJEFA - Python AI & Machine Learning kit,Techlatest.net,862A-B0AB-7DBE:Techlatestnet,us-central1,0.01253
"GCP NetApp, Inc. NetApp Cloud Volumes Service",41748,76D5-EC82-A818:41748,us-west4,0.008749000000000003
GCP Compute Engine,Canonical,F367-1125-F0DA:Canonical,us-east1,0.0025889999999999997
GCP Compute Engine,Canonical,F367-1125-F0DA:Canonical,asia-northeast1,0.001089
GCP Compute Engine,Canonical,5245-3320-9740:Canonical,asia-northeast1,0.000333
GCP Compute Engine,Canonical,BCF2-FB67-327C:Canonical,europe-west4,0.0001364954785872718
GCP Compute Engine,Canonical,2BEE-88DC-F577:Canonical,europe-west4,0.00004623233952149528
GCP Compute Engine,Canonical,17CE-8511-20A6:Canonical,me-west1,0.000027
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,migration-credit-20-1640299006916r,northamerica-northeast2,0.000009000000000000004
GCP Compute Engine,Canonical,39C0-FE5F-B504:Canonical,me-west1,0.000008
GCP Cisco Systems Catalyst 8000V Edge Software - BYOL,Cisco Systems,A9DC-33F2-5A4E:CiscoSystems,us-central1,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,us-west2,0
GCP Fortinet Inc. FortiManager Centralized Security Management,Fortinet Inc.,B719-0D39-2D51:FortinetInc,europe-north1,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,us-east5,0
GCP Ergon Informatik AG Airlock Gateway 7.7,Ergon Informatik AG,B5A0-BA28-ED1C:ErgonInformatikAG,europe-west6,0
GCP Grafana Labs Grafana Cloud,Grafana Labs,088D-132E-B0F2:GrafanaLabs,(not set),0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL)",Palo Alto Networks,B296-E95A-3E11:PaloAltoNetworks,europe-west4,0
GCP Cisco Systems Cisco Cloud Services Router 1000V (CSR 1000V),"Cisco Systems, Inc.",6367-1620-9526:CiscoSystemsInc,northamerica-northeast1,0
GCP Fortinet Inc. FortiManager Centralized Security Management,Fortinet Inc.,migration-credit-20-1640299006916r,asia-south1,0
GCP Check Point Software Technologies Check Point CloudGuard IaaS Firewall & Threat Prevention (BYOL),Check Point Software Technologies,E47E-819C-FE27:CheckPointSoftwareTechnologies,us-east4,0
"GCP Qualys, Inc. Qualys Virtual Scanner Appliance",Qualys,C8B6-4F21-93F5:Qualys,asia-south1,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,australia-southeast2,0
GCP Bitnami Elasticsearch Certified by Bitnami,Bitnami,0D49-2230-0EA5:Bitnami,us-west2,0
GCP Check Point Software Technologies Check Point CloudGuard IaaS Firewall & Threat Prevention (BYOL),Check Point Software Technologies,E47E-819C-FE27:CheckPointSoftwareTechnologies,australia-southeast1,0
GCP Bitnami LimeSurvey Certified by Bitnami,Bitnami,7A32-E4C9-E104:Bitnami,europe-west4,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL)",Palo Alto Networks,B296-E95A-3E11:PaloAltoNetworks,us-west2,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,me-west1,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,us-west4,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,us-east4,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,asia-south1,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL and ELA)","Palo Alto Networks, Inc.",CBB3-CE08-DA2F:PaloAltoNetworksInc,us-west1,0
GCP Arista Networks Inc. cloudeos-router-byol,Arista Networks Inc.,3976-73F9-EEDD:AristaNetworksInc,europe-west3,0
GCP IBM Security QRadar Security Intelligence Platform Managed Host v7.3.2 P1,IBM Security,8AFE-C612-249B:IBMSecurity,us-east4,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL)",Palo Alto Networks,B296-E95A-3E11:PaloAltoNetworks,europe-west2,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,northamerica-northeast2,0
GCP Fortinet Inc. FortiAnalyzer Centralized Logging/Reporting,Fortinet Inc.,765A-0BB7-0BEA:FortinetInc,europe-west3,0
GCP Fortinet Inc. FortiAnalyzer Centralized Logging/Reporting,Fortinet Inc.,765A-0BB7-0BEA:FortinetInc,europe-west1,0
GCP Cisco Systems Catalyst 8000V Edge Software - BYOL,Cisco Systems,A9DC-33F2-5A4E:CiscoSystems,northamerica-northeast2,0
GCP Flowmon Networks Flowmon for Google Cloud,Flowmon Networks,1892-E3C4-E242:FlowmonNetworks,us-west1,0
GCP Compute Engine,AlmaLinux,26D8-A7E1-D42A:AlmaLinux,europe-west4,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,europe-west1,0
GCP Fortinet Inc. Fortinet FortiADC-VM Application Delivery Controller BYOL,Fortinet Inc.,5587-2CB1-04E2:FortinetInc,asia-east1,0
GCP Compute Engine,AlmaLinux,26D8-A7E1-D42A:AlmaLinux,us-east4,0
GCP Arista Networks Inc. cloudeos-router-byol,Arista Networks Inc.,3976-73F9-EEDD:AristaNetworksInc,asia-south1,0
"GCP F5 Networks F5 BIG-IP VE  LTM/DNS   (BYOL, 2 Boot Locations)",F5 Networks,B8CF-0133-9F13:F5Networks,us-central1,0
GCP OpenVPN Inc. OpenVPN Access Server,OpenVPN Inc.,88B2-8C92-0469:OpenVPNInc,europe-west1,0
GCP Flowmon Networks Flowmon for Google Cloud,Flowmon Networks,1892-E3C4-E242:FlowmonNetworks,us-east4,0
GCP Dell EMC PowerProtect DD Virtual Edition,Dell EMC,1510-9824-992E:DellEMC,europe-west4,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,asia-south1,0
GCP Bitnami MongoDB with Replication,Bitnami,E644-D414-57A1:Bitnami,us-west2,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,europe-west3,0
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,B426-7150-E353:Fortigcpproject001,us-central1,0
GCP Fortinet Inc. FortiAnalyzer Centralized Logging/Reporting,Fortinet Inc.,765A-0BB7-0BEA:FortinetInc,europe-north1,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,us-east1,0
GCP Cisco Systems Cisco Firepower NGFW virtual firewall (NGFWv),Cisco Systems,ABF5-4850-C1AD:CiscoSystems,us-east4,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,europe-central2,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,us-west1,0
GCP Flowmon Networks Flowmon for Google Cloud,Flowmon Networks,1892-E3C4-E242:FlowmonNetworks,asia-south2,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL)",Palo Alto Networks,B296-E95A-3E11:PaloAltoNetworks,europe-north1,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL and ELA)","Palo Alto Networks, Inc.",CBB3-CE08-DA2F:PaloAltoNetworksInc,australia-southeast2,0
"GCP Qualys, Inc. Qualys Virtual Scanner Appliance",Qualys,C8B6-4F21-93F5:Qualys,europe-west2,0
GCP Compute Engine,AlmaLinux,26D8-A7E1-D42A:AlmaLinux,us-central1,0
GCP Cisco Systems Cisco Cloud Services Router 1000V - 16.12 - BYOL,Cisco Systems,F448-4623-B0A8:CiscoSystems,asia-northeast2,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,us-west1,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,asia-south2,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,northamerica-northeast1,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,europe-southwest1,0
GCP Compute Engine,AlmaLinux,26D8-A7E1-D42A:AlmaLinux,us-west1,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,us-east4,0
GCP Fortinet Inc. FortiManager Centralized Security Management,Fortinet Inc.,B719-0D39-2D51:FortinetInc,us-west1,0
"GCP Qualys, Inc. Qualys Virtual Scanner Appliance",Qualys,C8B6-4F21-93F5:Qualys,europe-west3,0
"GCP Qualys, Inc. Qualys Virtual Scanner Appliance",Qualys,C8B6-4F21-93F5:Qualys,europe-west4,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL and ELA)","Palo Alto Networks, Inc.",CBB3-CE08-DA2F:PaloAltoNetworksInc,australia-southeast1,0
GCP Fortinet Inc. FortiAnalyzer Centralized Logging/Reporting,Fortinet Inc.,765A-0BB7-0BEA:FortinetInc,us-central1,0
GCP Fortinet Inc. FortiManager Centralized Security Management,Fortinet Inc.,B719-0D39-2D51:FortinetInc,europe-west1,0
"GCP Kaminario, inc. Silk Cloud Data Platform","Kaminario, inc.",5F9B-A80D-76C2:Kaminarioinc,us-east4,0
GCP Bitnami RabbitMQ Certified by Bitnami,Bitnami,B156-EB7D-EC4D:Bitnami,us-east1,0
GCP Cisco Systems Cisco Cloud Services Router 1000V - 16.12 - BYOL,Cisco Systems,F448-4623-B0A8:CiscoSystems,europe-west4,0
GCP Bitnami MongoDB Certified by Bitnami,Bitnami,A53D-791A-7F10:Bitnami,europe-west1,0
GCP Fortinet Inc. FortiManager Centralized Security Management,Fortinet Inc.,B719-0D39-2D51:FortinetInc,us-central1,0
GCP Check Point Software Technologies Check Point CloudGuard IaaS Firewall & Threat Prevention (BYOL),Check Point Software Technologies,E47E-819C-FE27:CheckPointSoftwareTechnologies,europe-west4,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL)",Palo Alto Networks,B296-E95A-3E11:PaloAltoNetworks,australia-southeast1,0
GCP Compute Engine,AlmaLinux,26D8-A7E1-D42A:AlmaLinux,europe-west1,0
"GCP Qualys, Inc. Qualys Virtual Scanner Appliance",Qualys,C8B6-4F21-93F5:Qualys,us-east4,0
GCP Fortinet Inc. FortiAnalyzer Centralized Logging/Reporting,Fortinet Inc.,765A-0BB7-0BEA:FortinetInc,europe-west4,0
GCP Bitnami Grafana Certified by Bitnami,Bitnami,DB81-3662-F7B2:Bitnami,us-east4,0
GCP Compute Engine,Canonical,DB18-806B-B6E0:Canonical,us-west1,0
"GCP Odysseus Data Services, Inc OHDSI ATLAS","Odysseus Data Services, Inc",E479-6554-D1CE:OdysseusDataServicesInc,europe-west2,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,europe-west6,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,asia-east1,0
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,B426-7150-E353:Fortigcpproject001,us-east1,0
"GCP Citrix Systems, Inc. Citrix ADC VPX - Customer Licensed",Citrix,EBA2-0D4A-38FD:Citrix,us-east4,0
GCP Dell EMC PowerProtect DD Virtual Edition,Dell EMC,1510-9824-992E:DellEMC,europe-west3,0
GCP Compute Engine,Fedora CoreOS,6DC9-0718-91AD:FedoraCoreOS,us-central1,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,us-central1,0
GCP Cisco Systems Cisco Cloud Services Router 1000V (CSR 1000V),"Cisco Systems, Inc.",6367-1620-9526:CiscoSystemsInc,europe-west3,0
"GCP Qualys, Inc. Qualys Virtual Scanner Appliance",Qualys,C8B6-4F21-93F5:Qualys,us-central1,0
GCP OpenVPN Inc. OpenVPN Access Server,OpenVPN Inc.,88B2-8C92-0469:OpenVPNInc,us-central1,0
"GCP Qualys, Inc. Qualys Virtual Scanner Appliance",Qualys,C8B6-4F21-93F5:Qualys,us-west2,0
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,B426-7150-E353:Fortigcpproject001,us-west1,0
GCP Arista Networks Inc. cloudeos-router-byol,Arista Networks Inc.,3976-73F9-EEDD:AristaNetworksInc,australia-southeast1,0
GCP Fortinet Inc. FortiManager Centralized Security Management,Fortinet Inc.,B719-0D39-2D51:FortinetInc,us-east1,0
GCP Cisco Systems Cisco Cloud Services Router 1000V (CSR 1000V),"Cisco Systems, Inc.",6367-1620-9526:CiscoSystemsInc,us-west1,0
GCP Compute Engine,AlmaLinux,26D8-A7E1-D42A:AlmaLinux,us-east5,0
GCP Flowmon Networks Flowmon for Google Cloud,Flowmon Networks,1892-E3C4-E242:FlowmonNetworks,us-east1,0
GCP VMware Inc. vmware-sdwan,VMware Inc.,51D1-9DD0-D722:VMwareInc,us-east1,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL and ELA)","Palo Alto Networks, Inc.",CBB3-CE08-DA2F:PaloAltoNetworksInc,us-east4,0
GCP Cisco Systems Cisco Cloud Services Router 1000V - 16.12 - BYOL,Cisco Systems,F448-4623-B0A8:CiscoSystems,australia-southeast1,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL)",Palo Alto Networks,B296-E95A-3E11:PaloAltoNetworks,us-west1,0
GCP Cisco Systems Catalyst 8000V Edge Software - BYOL,Cisco Systems,A9DC-33F2-5A4E:CiscoSystems,australia-southeast2,0
GCP Bitnami LAMP Certified by Bitnami,Bitnami,409F-88CE-D3A3:Bitnami,us-east4,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,europe-central2,0
GCP Cisco Systems Cisco Cloud Services Router 1000V - 17.2.1r - BYOL,Cisco Systems,2AA4-01D1-9509:CiscoSystems,us-central1,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,australia-southeast1,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,us-central1,0
GCP Check Point Software Technologies Check Point CloudGuard IaaS Firewall & Threat Prevention (BYOL),Check Point Software Technologies,E47E-819C-FE27:CheckPointSoftwareTechnologies,asia-southeast1,0
GCP Check Point Software Technologies Check Point CloudGuard IaaS Firewall & Threat Prevention (BYOL),Check Point Software Technologies,E47E-819C-FE27:CheckPointSoftwareTechnologies,europe-west6,0
GCP Fortinet Inc. FortiAnalyzer Centralized Logging/Reporting,Fortinet Inc.,765A-0BB7-0BEA:FortinetInc,europe-southwest1,0
GCP Bitnami Redis Certified by Bitnami,Bitnami,CF24-0E96-846C:Bitnami,us-central1,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL and ELA)","Palo Alto Networks, Inc.",CBB3-CE08-DA2F:PaloAltoNetworksInc,europe-west3,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,europe-west3,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,asia-southeast2,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL and ELA)","Palo Alto Networks, Inc.",CBB3-CE08-DA2F:PaloAltoNetworksInc,europe-west2,0
"GCP F5 Networks F5 BIG-IP VE  ALL   (BYOL, 1 Boot Location)",F5 Networks,878D-03EF-AFD4:F5Networks,europe-west3,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL)",Palo Alto Networks,B296-E95A-3E11:PaloAltoNetworks,australia-southeast2,0
GCP Bitnami SilverStripe Certified by Bitnami,Bitnami,A00F-0040-EB8A:Bitnami,europe-west4,0
GCP Bitnami Re:dash Certified by Bitnami,Bitnami,298B-1C7D-CC82:Bitnami,europe-west4,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,asia-east2,0
GCP Cisco Systems Cisco Firepower NGFW virtual firewall (NGFWv),Cisco Systems,ABF5-4850-C1AD:CiscoSystems,us-west4,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,europe-west1,0
GCP Dell EMC PowerProtect DD Virtual Edition,Dell EMC,1510-9824-992E:DellEMC,us-east4,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,europe-west4,0
GCP Fortinet Inc. FortiAnalyzer Centralized Logging/Reporting,Fortinet Inc.,765A-0BB7-0BEA:FortinetInc,europe-west2,0
GCP Fortinet Inc. FortiManager Centralized Security Management,Fortinet Inc.,B719-0D39-2D51:FortinetInc,asia-south1,0
GCP Compute Engine,AlmaLinux,26D8-A7E1-D42A:AlmaLinux,us-west4,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,asia-southeast1,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,asia-northeast1,0
GCP Bitnami Jenkins Certified by Bitnami,Bitnami,9BDE-FF12-CA82:Bitnami,europe-west1,0
GCP Flowmon Networks Flowmon for Google Cloud,Flowmon Networks,1892-E3C4-E242:FlowmonNetworks,northamerica-northeast1,0
GCP Bitnami JFrog Artifactory Open Source Certified by Bitnami,Bitnami,C7B0-DC3A-B14B:Bitnami,europe-west1,0
GCP VMware Inc. vmware-sdwan,VMware Inc.,51D1-9DD0-D722:VMwareInc,us-central1,0
GCP Fortinet Inc. FortiManager Centralized Security Management,Fortinet Inc.,B719-0D39-2D51:FortinetInc,europe-west3,0
GCP Bitnami Roundcube Certified by Bitnami,Bitnami,3887-F043-F6FA:Bitnami,europe-west4,0
GCP Compute Engine,Fedora CoreOS,154C-0C33-4E1F:FedoraCoreOS,us-central1,0
"GCP Qualys, Inc. Qualys Virtual Scanner Appliance",Qualys,C8B6-4F21-93F5:Qualys,us-west4,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,us-east1,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,europe-north1,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,europe-north1,0
GCP Bitnami NATS Certified by Bitnami,Bitnami,0822-2AE2-39DA:Bitnami,europe-west4,0
GCP Cisco Systems Cisco Firepower NGFW virtual firewall (NGFWv),Cisco Systems,ABF5-4850-C1AD:CiscoSystems,us-central1,0
GCP Dell EMC PowerProtect Data Manager and PowerProtect DD Virtual Edition,Dell EMC,87A3-8BED-042D:DellEMC,us-west2,0
GCP Check Point Software Technologies Check Point CloudGuard IaaS Firewall & Threat Prevention (BYOL),Check Point Software Technologies,E47E-819C-FE27:CheckPointSoftwareTechnologies,asia-south1,0
GCP Compute Engine,AlmaLinux,26D8-A7E1-D42A:AlmaLinux,us-west2,0
GCP Fortinet Inc. FortiManager Centralized Security Management,Fortinet Inc.,B719-0D39-2D51:FortinetInc,us-east4,0
GCP Arista Networks Inc. cloudeos-router-byol,Arista Networks Inc.,3976-73F9-EEDD:AristaNetworksInc,asia-south2,0
GCP Cisco Systems Cisco Cloud Services Router 1000V (CSR 1000V),"Cisco Systems, Inc.",6367-1620-9526:CiscoSystemsInc,asia-southeast1,0
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,B426-7150-E353:Fortigcpproject001,europe-west1,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,europe-west4,0
GCP IBM Security QRadar Security Intelligence Platform Managed Host v7.3.2 P1,IBM Security,8AFE-C612-249B:IBMSecurity,europe-west3,0
GCP Compute Engine,AlmaLinux,26D8-A7E1-D42A:AlmaLinux,asia-northeast1,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL and ELA)","Palo Alto Networks, Inc.",CBB3-CE08-DA2F:PaloAltoNetworksInc,us-west2,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,us-west2,0
GCP Cisco Systems Cisco Meraki vMX,Cisco Systems,C733-CA56-977B:CiscoSystems,australia-southeast1,0
GCP Arista Networks Inc. cloudeos-router-byol,Arista Networks Inc.,3976-73F9-EEDD:AristaNetworksInc,australia-southeast2,0
GCP Cisco Systems Catalyst 8000V Edge Software - BYOL,Cisco Systems,A9DC-33F2-5A4E:CiscoSystems,us-west1,0
GCP Bitnami MariaDB Certified by Bitnami,Bitnami,478E-F794-DB09:Bitnami,europe-west4,0
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,B426-7150-E353:Fortigcpproject001,asia-southeast2,0
GCP Cisco Systems Cisco Firepower NGFW virtual firewall (NGFWv),Cisco Systems,ABF5-4850-C1AD:CiscoSystems,europe-west3,0
GCP Bitnami GitLab CE Certified by Bitnami,Bitnami,60C3-D3AC-CE93:Bitnami,us-east4,0
GCP Fortinet Inc. FortiAnalyzer Centralized Logging/Reporting,Fortinet Inc.,765A-0BB7-0BEA:FortinetInc,us-west1,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,australia-southeast1,0
GCP Compute Engine,Fedora CoreOS,6DC9-0718-91AD:FedoraCoreOS,us-east1,0
GCP Compute Engine,Canonical,DB18-806B-B6E0:Canonical,australia-southeast1,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL and ELA)","Palo Alto Networks, Inc.",CBB3-CE08-DA2F:PaloAltoNetworksInc,us-central1,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL and ELA)","Palo Alto Networks, Inc.",CBB3-CE08-DA2F:PaloAltoNetworksInc,asia-southeast1,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,southamerica-east1,0
GCP Bitnami Mantis Certified by Bitnami,Bitnami,29ED-D366-CB9F:Bitnami,asia-southeast2,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL)",Palo Alto Networks,B296-E95A-3E11:PaloAltoNetworks,us-east4,0
GCP Bitnami MongoDB Certified by Bitnami,Bitnami,A53D-791A-7F10:Bitnami,us-east1,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,europe-west2,0
GCP Bitnami DokuWiki Certified by Bitnami,Bitnami,8B43-E03B-E3F6:Bitnami,europe-west4,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL and ELA)","Palo Alto Networks, Inc.",CBB3-CE08-DA2F:PaloAltoNetworksInc,northamerica-northeast2,0
GCP Cisco Systems Cisco Cloud Services Router 1000V - 17.2.1r - BYOL,Cisco Systems,2AA4-01D1-9509:CiscoSystems,us-east4,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL)",Palo Alto Networks,B296-E95A-3E11:PaloAltoNetworks,us-central1,0
GCP Bitnami phpBB Certified by Bitnami,Bitnami,8812-B1FC-AA9B:Bitnami,europe-west4,0
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,B426-7150-E353:Fortigcpproject001,asia-northeast1,0
GCP Cisco Systems Cisco Cloud Services Router 1000V - 16.12 - BYOL,Cisco Systems,F448-4623-B0A8:CiscoSystems,southamerica-east1,0
GCP Compute Engine,AlmaLinux,26D8-A7E1-D42A:AlmaLinux,us-east1,0
GCP Cisco Systems Catalyst 8000V Edge Software - BYOL,Cisco Systems,A9DC-33F2-5A4E:CiscoSystems,europe-west4,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,australia-southeast2,0
GCP Bitnami OroCRM Certified by Bitnami,Bitnami,4231-D134-E1BC:Bitnami,europe-west4,0
GCP Bitnami Re:dash Certified by Bitnami,Bitnami,298B-1C7D-CC82:Bitnami,us-central1,0
GCP Cisco Systems Cisco Cloud Services Router 1000V (CSR 1000V),"Cisco Systems, Inc.",6367-1620-9526:CiscoSystemsInc,europe-west2,0
GCP velospublic velostrata,Velostrata,C815-CC1F-C810:Velostrata,us-central1,0
GCP Cisco Systems Cisco Cloud Services Router 1000V - 16.12 - BYOL,Cisco Systems,F448-4623-B0A8:CiscoSystems,asia-south1,0
GCP Dell EMC PowerProtect DD Virtual Edition,Dell EMC,1510-9824-992E:DellEMC,us-west2,0
GCP IBM Security QRadar Security Intelligence Platform Managed Host v7.3.2 P1,IBM Security,8AFE-C612-249B:IBMSecurity,europe-west2,0
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,B426-7150-E353:Fortigcpproject001,asia-east1,0
GCP Bitnami Jenkins Certified by Bitnami,Bitnami,9BDE-FF12-CA82:Bitnami,us-west2,0
GCP Fortinet Inc. Fortinet FortiADC-VM Application Delivery Controller BYOL,Fortinet Inc.,5587-2CB1-04E2:FortinetInc,europe-central2,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,europe-west8,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,asia-northeast1,0
GCP Flowmon Networks Flowmon for Google Cloud,Flowmon Networks,1892-E3C4-E242:FlowmonNetworks,europe-west3,0
GCP Bitnami MongoDB Certified by Bitnami,Bitnami,A53D-791A-7F10:Bitnami,us-central1,0
